rank_h10_is,column_name,prior_coverage,f_entry_id,factor_nature,horizon,window,bucket,ic_mean,ic_std,ic_ir,ic_t,n_days,pct_pos,n_days_bucket,top10_pool
55,stochrsi,f_screened,FCT-TECH-066,oscillator,10,OOS,overall,-0.01451,0.13635,-0.1064,-2.703,645,0.4713,,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,10,OOS,vol_high,-0.02211,0.17351,-0.1275,-1.987,243,0.4321,243.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,10,OOS,vol_low,-0.01357,0.09588,-0.1415,-1.812,164,0.4756,168.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,10,OOS,vol_mid,-0.00741,0.11551,-0.0641,-0.989,238,0.5084,248.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,20,IS,overall,0.0057,0.1169,0.0488,1.302,713,0.5484,,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,20,IS,vol_high,0.00816,0.12817,0.0637,0.815,164,0.5183,164.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,20,IS,vol_low,-0.01229,0.10494,-0.1171,-1.931,272,0.4779,274.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,20,IS,vol_mid,0.02191,0.11896,0.1841,3.065,277,0.6354,289.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,20,OOS,overall,-0.02054,0.12876,-0.1595,-4.033,639,0.4679,,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,20,OOS,vol_high,-0.03584,0.16191,-0.2213,-3.436,241,0.4066,243.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,20,OOS,vol_low,-0.01094,0.09302,-0.1176,-1.506,164,0.4878,168.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,20,OOS,vol_mid,-0.01152,0.10935,-0.1054,-1.612,234,0.5171,248.0,
